spp,id,x,y,dit,nBoats,effort
B,examples/dit_month_from_1a//02/B/Dit_B_S4_02_1,-26.5,-26.5,0.000437636772403494,0,0
B,examples/dit_month_from_1a//02/B/Dit_B_S4_02_1,-25.5,-26.5,0.000218818386201747,0,0
B,examples/dit_month_from_1a//02/B/Dit_B_S4_02_1,-24.5,-26.5,0.000109409193100873,0,0
B,examples/dit_month_from_1a//02/B/Dit_B_S4_02_1,-38.5,-27.5,0.000109409193100873,0,0
B,examples/dit_month_from_1a//02/B/Dit_B_S4_02_1,-37.5,-27.5,0.000765864329878241,0,0
B,examples/dit_month_from_1a//02/B/Dit_B_S4_02_1,-36.5,-27.5,0.000875273544806987,0,0
B,examples/dit_month_from_1a//02/B/Dit_B_S4_02_1,-35.5,-27.5,0.000656455114949495,0,0
B,examples/dit_month_from_1a//02/B/Dit_B_S4_02_1,-34.5,-27.5,0.000109409193100873,0,0
B,examples/dit_month_from_1a//02/B/Dit_B_S4_02_1,-33.5,-27.5,0.000218818386201747,0,0
B,examples/dit_month_from_1a//02/B/Dit_B_S4_02_1,-32.5,-27.5,0.00109409191645682,0,0
B,examples/dit_month_from_1a//02/B/Dit_B_S4_02_1,-31.5,-27.5,0.000547045958228409,0,0
B,examples/dit_month_from_1a//02/B/Dit_B_S4_02_1,-26.5,-27.5,0.000656455114949495,0,0
B,examples/dit_month_from_1a//02/B/Dit_B_S4_02_1,-25.5,-27.5,0.000109409193100873,0,0
B,examples/dit_month_from_1a//02/B/Dit_B_S4_02_1,-36.5,-28.5,0.000328227557474747,0,0
B,examples/dit_month_from_1a//02/B/Dit_B_S4_02_1,-32.5,-28.5,0.000437636772403494,0,0
B,examples/dit_month_from_1a//02/B/Dit_B_S4_02_1,-31.5,-28.5,0.000437636772403494,0,0
B,examples/dit_month_from_1a//02/B/Dit_B_S4_02_1,-36.5,-29.5,0.000328227557474747,0,0
B,examples/dit_month_from_1a//02/B/Dit_B_S4_02_1,-35.5,-29.5,0.000328227557474747,0,0
B,examples/dit_month_from_1a//02/B/Dit_B_S4_02_1,-31.5,-29.5,0.000328227557474747,0,0
B,examples/dit_month_from_1a//02/B/Dit_B_S4_02_1,-35.5,-30.5,0.000218818386201747,0,0
B,examples/dit_month_from_1a//02/B/Dit_B_S4_02_1,-34.5,-30.5,0.000218818386201747,0,0
B,examples/dit_month_from_1a//02/B/Dit_B_S4_02_1,-33.5,-30.5,0.000437636772403494,0,0
B,examples/dit_month_from_1a//02/B/Dit_B_S4_02_1,-34.5,-31.5,0.000547045958228409,0,0
B,examples/dit_month_from_1a//02/B/Dit_B_S4_02_1,-33.5,-31.5,0.000875273544806987,0,0
B,examples/dit_month_from_1a//03/B/Dit_B_S2_03_1,-22.5,-8.5,0.000437636772403494,48.7576408386231,0.0213381365666238
B,examples/dit_month_from_1a//03/B/Dit_B_S2_03_1,-24.5,-9.5,0.000218818386201747,0,0
B,examples/dit_month_from_1a//03/B/Dit_B_S2_03_1,-23.5,-9.5,0.000109409193100873,0,0
B,examples/dit_month_from_1a//03/B/Dit_B_S2_03_1,-22.5,-9.5,0.000547045958228409,12.4288892745972,0.00679917364293681
B,examples/dit_month_from_1a//03/B/Dit_B_S2_03_1,-21.5,-9.5,0.000109409193100873,38.8147239685059,0.00424668762982736
B,examples/dit_month_from_1a//03/B/Dit_B_S2_03_1,-25.5,-10.5,0.000109409193100873,0,0
B,examples/dit_month_from_1a//03/B/Dit_B_S2_03_1,-24.5,-10.5,0.000547045958228409,0,0
B,examples/dit_month_from_1a//03/B/Dit_B_S2_03_1,-23.5,-10.5,0.000218818386201747,0,0
B,examples/dit_month_from_1a//03/B/Dit_B_S2_03_1,-20.5,-10.5,0.000109409193100873,15.3458337783813,0.00167897529115283
B,examples/dit_month_from_1a//03/B/Dit_B_S2_03_1,-19.5,-10.5,0.000218818386201747,0,0
B,examples/dit_month_from_1a//03/B/Dit_B_S2_03_1,-24.5,-11.5,0.000656455114949495,0,0
B,examples/dit_month_from_1a//03/B/Dit_B_S2_03_1,-23.5,-11.5,0.000218818386201747,0,0
B,examples/dit_month_from_1a//03/B/Dit_B_S2_03_1,-20.5,-11.5,0.000328227557474747,5.4316668510437,0.00178282274353463
B,examples/dit_month_from_1a//03/B/Dit_B_S2_03_1,-19.5,-11.5,0.000547045958228409,0,0
B,examples/dit_month_from_1a//03/B/Dit_B_S2_03_1,-24.5,-12.5,0.000218818386201747,7.47263908386231,0.00163515082499885
B,examples/dit_month_from_1a//03/B/Dit_B_S2_03_1,-20.5,-12.5,0.000218818386201747,50.2268753051758,0.0109905637982349
B,examples/dit_month_from_1a//03/B/Dit_B_S2_03_1,-19.5,-12.5,0.000765864329878241,4.46013879776001,0.00341586121151041
B,examples/dit_month_from_1a//03/B/Dit_B_S2_03_1,-21.5,-13.5,0.000218818386201747,4.51680564880371,0.000988360122858162
B,examples/dit_month_from_1a//03/B/Dit_B_S2_03_1,-20.5,-13.5,0.000437636772403494,12.708194732666,0.00556157332587903
B,examples/dit_month_from_1a//03/B/Dit_B_S2_03_1,-19.5,-13.5,0.000328227557474747,1.42513883113861,0.000467769837607043
B,examples/dit_month_from_1a//03/B/Dit_B_S2_03_1,-20.5,-14.5,0.000218818386201747,0,0
B,examples/dit_month_from_1a//03/B/Dit_B_S2_03_1,-24.5,-16.5,0.000109409193100873,9.03972244262695,0.000989028738303671
B,examples/dit_month_from_1a//03/B/Dit_B_S2_03_1,-23.5,-16.5,0.000109409193100873,11.7484722137451,0.00128539086507388
B,examples/dit_month_from_1a//03/B/Dit_B_S2_03_1,-22.5,-16.5,0.000437636772403494,0,0
B,examples/dit_month_from_1a//03/B/Dit_B_S2_03_1,-21.5,-16.5,0.000218818386201747,0,0
B,examples/dit_month_from_1a//03/B/Dit_B_S2_03_1,-37.5,-17.5,0.000547045958228409,0,0
B,examples/dit_month_from_1a//03/B/Dit_B_S2_03_1,-36.5,-17.5,0.000218818386201747,0,0
B,examples/dit_month_from_1a//03/B/Dit_B_S2_03_1,-34.5,-17.5,0.000656455114949495,0,0
B,examples/dit_month_from_1a//03/B/Dit_B_S2_03_1,-33.5,-17.5,0.000547045958228409,0,0
B,examples/dit_month_from_1a//03/B/Dit_B_S2_03_1,-24.5,-17.5,0.000218818386201747,17.7873611450195,0.00389220166054083
B,examples/dit_month_from_1a//03/B/Dit_B_S2_03_1,-23.5,-17.5,0.000875273544806987,0,0
B,examples/dit_month_from_1a//03/B/Dit_B_S2_03_1,-22.5,-17.5,0.000547045958228409,0,0
B,examples/dit_month_from_1a//03/B/Dit_B_S2_03_1,-21.5,-17.5,0.000437636772403494,0,0
B,examples/dit_month_from_1a//03/B/Dit_B_S2_03_1,-20.5,-17.5,0.000109409193100873,0,0
B,examples/dit_month_from_1a//03/B/Dit_B_S2_03_1,-37.5,-18.5,0.000109409193100873,0,0
B,examples/dit_month_from_1a//03/B/Dit_B_S2_03_1,-36.5,-18.5,0.000547045958228409,0,0
B,examples/dit_month_from_1a//03/B/Dit_B_S2_03_1,-35.5,-18.5,0.000437636772403494,0,0
B,examples/dit_month_from_1a//03/B/Dit_B_S2_03_1,-34.5,-18.5,0.000109409193100873,0,0
B,examples/dit_month_from_1a//03/B/Dit_B_S2_03_1,-33.5,-18.5,0.000218818386201747,0,0
B,examples/dit_month_from_1a//03/B/Dit_B_S2_03_1,-24.5,-18.5,0.000109409193100873,41.5565986633301,0.00454667392777178
B,examples/dit_month_from_1a//03/B/Dit_B_S2_03_1,-23.5,-18.5,0.000218818386201747,0,0
B,examples/dit_month_from_1a//03/B/Dit_B_S2_03_1,-22.5,-18.5,0.000109409193100873,0,0
B,examples/dit_month_from_1a//03/B/Dit_B_S2_03_1,-25.5,-19.5,0.000218818386201747,38.6292343139648,0.00845278671279093
B,examples/dit_month_from_1a//03/B/Dit_B_S2_03_1,-24.5,-19.5,0.000328227557474747,37.409236907959,0.0122787424572935
B,examples/dit_month_from_1a//03/B/Dit_B_S2_03_1,-22.5,-19.5,0.000109409193100873,0,0
B,examples/dit_month_from_1a//03/B/Dit_B_S2_03_1,-25.5,-20.5,0.000437636772403494,5.19347238540649,0.00227285449231597
