ID,CommonName,ScientificName,LENGTH_cm,SEX,TAG_TYPE,TAG_DATE,TAG_LAT,TAG_LONG,DAYS@LIBERTY,FINAL_LAT,FINAL_LONG,CAPTURE (Y/N),REGION
S173,Blue shark,Prionace glauca,,U,SPOT,03/07/2011,33.91,-119.52,178,27.44,-118.85,,PAC_NE
S174,Blue shark,Prionace glauca,,U,SPOT,31/10/2011,33.11,-121.2,98,14.65,-121.87,,PAC_NE
S175,Blue shark,Prionace glauca,,U,SPOT,29/10/2014,28.19,-123.04,365,28.97,-134.55,,PAC_NE
S176,Blue shark,Prionace glauca,,U,SPOT,15/07/2014,32.75,-122.61,69,31.44,-119.37,,PAC_NE
S177,Blue shark,Prionace glauca,,U,SPOT,30/06/2015,32.89,-119.84,24,22.7,-125,,PAC_NE
S178,Blue shark,Prionace glauca,,U,SPOT,15/11/2015,36.15,-122.68,10,34.29,-122.21,,PAC_NE
S179,Blue shark,Prionace glauca,,U,SPOT,13/10/2015,36.64,-122.2,142,28.74,-116.49,,PAC_NE
S180,Blue shark,Prionace glauca,,U,SPOT,08/11/2015,36.69,-122.1,17,35.85,-122.71,,PAC_NE
S181,Blue shark,Prionace glauca,,U,SPOT,13/10/2015,36.68,-122.18,60,33.42,-120.23,,PAC_NE
S182,Blue shark,Prionace glauca,,U,PSAT,03/07/2002,32.44,-118.28,132,33.86,-119.39,,PAC_NE
S183,Blue shark,Prionace glauca,,U,SPOT,26/09/2016,36.94,-122.36,212,37.73,-124.74,,PAC_NE
S184,Blue shark,Prionace glauca,,U,PSAT,10/11/2004,35.11,-122.14,43,32.35,-126.95,,PAC_NE
S185,Blue shark,Prionace glauca,,U,PSAT,11/11/2004,35.22,-121.57,40,22.37,-113.74,,PAC_NE
S186,Blue shark,Prionace glauca,,U,PSAT,15/11/2004,35.72,-123.61,87,30.3,-120,,PAC_NE
S187,Blue shark,Prionace glauca,,U,PSAT,15/11/2004,35.99,-122.97,136,5.95,-111.96,,PAC_NE
S188,Blue shark,Prionace glauca,,U,PSAT,15/11/2004,36.13,-122.35,87,12.53,-119.15,,PAC_NE
S189,Blue shark,Prionace glauca,,U,PSAT,15/11/2004,36.45,-122.19,89,12.37,-109.45,,PAC_NE
S190,Blue shark,Prionace glauca,,U,PSAT,19/11/2004,34.27,-121.4,56,27.09,-114.51,,PAC_NE
S191,Blue shark,Prionace glauca,,U,PSAT,24/11/2004,33.12,-121.11,25,29.01,-114.84,,PAC_NE
S192,Blue shark,Prionace glauca,,U,PSAT,03/02/2006,25.39,-114.53,43,27.15,-114.29,,PAC_NE
S193,Blue shark,Prionace glauca,,U,PSAT,07/02/2006,24.36,-111.58,22,15.77,-111.96,,PAC_NE
S194,Blue shark,Prionace glauca,,U,PSAT,14/02/2006,21.05,-109.95,9,18.81,-110,,PAC_NE
S195,Blue shark,Prionace glauca,,U,PSAT,15/07/2007,32.29,-118.19,135,5.13,-125.84,,PAC_NE
S196,Blue shark,Prionace glauca,,U,PSAT,27/07/2007,46.93,-127.14,74,44.86,-134.27,,PAC_NE
S197,Blue shark,Prionace glauca,,U,PSAT,21/07/2007,48.33,-126.41,106,37.66,-128.94,,PAC_NE
S198,Blue shark,Prionace glauca,,U,PSAT,25/07/2007,48.04,-126.84,206,37.43,-145.81,,PAC_NE
S199,Blue shark,Prionace glauca,,U,PSAT,27/07/2007,46.66,-126.74,108,36.86,-129.16,,PAC_NE
S200,Blue shark,Prionace glauca,,U,PSAT,27/07/2007,47.94,-126.2,214,10.9,-125.1,,PAC_NE
S201,Blue shark,Prionace glauca,,U,PSAT,04/08/2007,45.67,-128.66,235,33.98,-118.9,,PAC_NE
S202,Blue shark,Prionace glauca,,U,PSAT,18/06/2008,32.72,-117.77,301,24.78,-120.71,,PAC_NE
S203,Blue shark,Prionace glauca,,U,SPOT,30/06/2002,32.71,-117.62,147,27.23,-123.8,,PAC_NE
S204,Blue shark,Prionace glauca,,U,SPOT,26/06/2002,33.95,-119.38,176,25.55,-118.17,,PAC_NE
S205,Blue shark,Prionace glauca,,U,SPOT,05/07/2002,32.99,-118.42,18,34.33,-123.72,,PAC_NE
S206,Blue shark,Prionace glauca,,U,SPOT,08/07/2002,33.46,-118.59,140,26.61,-118.45,,PAC_NE
S207,Blue shark,Prionace glauca,,U,SPOT,01/07/2003,34.41,-120.03,195,15.92,-129.3,,PAC_NE
S208,Blue shark,Prionace glauca,,U,SPOT,28/06/2003,33.75,-119.67,108,11.01,-139.88,,PAC_NE
S209,Blue shark,Prionace glauca,,U,SPOT,24/06/2004,32.29,-118.43,4,31.03,-117.82,,PAC_NE
S210,Blue shark,Prionace glauca,,U,SPOT,06/07/2004,32.48,-117.32,13,29.41,-116.33,,PAC_NE
S211,Blue shark,Prionace glauca,,U,SPOT,03/02/2006,24.68,-113.3,22,18.3,-113.34,,PAC_NE
S212,Blue shark,Prionace glauca,,U,SPOT,22/11/2004,34.53,-122.27,102,27.32,-115.01,,PAC_NE
S213,Blue shark,Prionace glauca,,U,SPOT,11/10/2004,23.87,-115.95,347,5.35,-113.27,,PAC_NE
S214,Blue shark,Prionace glauca,,U,SPOT,24/12/2004,29.14,-114.99,12,28.96,-114.92,,PAC_NE
S215,Blue shark,Prionace glauca,,U,SPOT,09/02/2005,14.78,-110.74,12,14.5,-111.61,,PAC_NE
S216,Blue shark,Prionace glauca,,U,SPOT,05/05/2005,7.28,-124.03,11,7.09,-125.78,,PAC_NE
S217,Blue shark,Prionace glauca,,U,SPOT,23/11/2004,36.4,-122.19,14,35.6,-122.98,,PAC_NE
S218,Blue shark,Prionace glauca,,U,SPOT,03/04/2005,5.72,-119.1,11,6.4,-119.01,,PAC_NE
S219,Blue shark,Prionace glauca,,U,SPOT,15/11/2004,36.22,-122.35,110,8.04,-105.84,,PAC_NE
S220,Blue shark,Prionace glauca,,U,SPOT,23/11/2004,34.45,-122.76,236,30.16,-125.04,,PAC_NE
S221,Blue shark,Prionace glauca,,U,SPOT,19/11/2004,35.03,-121.56,84,17.04,-107.96,,PAC_NE
S222,Blue shark,Prionace glauca,,U,SPOT,19/11/2004,35.24,-121.76,82,14.6,-107.83,,PAC_NE
S223,Blue shark,Prionace glauca,,U,SPOT,02/08/2007,32.85,-119.21,24,32.73,-119.17,,PAC_NE
S224,Blue shark,Prionace glauca,,U,SPOT,02/08/2007,33.24,-120.61,86,21.68,-120.9,,PAC_NE
S225,Blue shark,Prionace glauca,,U,SPOT,14/02/2005,13.68,-109.44,11,12.71,-109.71,,PAC_NE
S226,Blue shark,Prionace glauca,,U,SPOT,09/07/2005,33.31,-117.71,4,33.59,-117.89,,PAC_NE
S227,Blue shark,Prionace glauca,,U,SPOT,10/11/2004,35.25,-121.34,38,26.43,-114.86,,PAC_NE
S228,Blue shark,Prionace glauca,,U,SPOT,08/11/2004,35.16,-121.77,44,32.39,-126.96,,PAC_NE
S229,Blue shark,Prionace glauca,,U,SPOT,15/11/2004,34.02,-121.44,35,22.56,-113.76,,PAC_NE
S230,Blue shark,Prionace glauca,,U,SPOT,16/11/2004,33.04,-121.06,234,8.49,-156.27,,PAC_NE
S231,Blue shark,Prionace glauca,,U,SPOT,15/11/2004,36.21,-122.37,84,12.03,-118.13,,PAC_NE
S232,Blue shark,Prionace glauca,,U,SPOT,10/07/2005,33.28,-118.08,79,46.76,-124.28,,PAC_NE
S233,Blue shark,Prionace glauca,,U,SPOT,31/01/2006,25.46,-113.35,32,16.86,-110.81,,PAC_NE
S234,Blue shark,Prionace glauca,,U,SPOT,08/02/2006,23.67,-112.76,29,16.58,-111.07,,PAC_NE
S235,Blue shark,Prionace glauca,,U,SPOT,16/11/2004,35.65,-121.43,15,30.27,-118.27,,PAC_NE
S236,Blue shark,Prionace glauca,,U,SPOT,30/01/2006,25.26,-114.07,39,22.53,-112.69,,PAC_NE
S237,Blue shark,Prionace glauca,,U,SPOT,04/02/2006,24.72,-112.89,22,22.94,-110.22,,PAC_NE
S238,Blue shark,Prionace glauca,,U,SPOT,01/02/2006,25.45,-114.18,44,27.13,-114.31,,PAC_NE
S239,Blue shark,Prionace glauca,,U,SPOT,19/02/2006,23.17,-114.23,28,21.84,-112.28,,PAC_NE
S240,Blue shark,Prionace glauca,,U,SPOT,04/02/2006,24.55,-114.35,26,21.78,-111.12,,PAC_NE
S241,Blue shark,Prionace glauca,,U,SPOT,12/02/2006,21.37,-110.81,10,18.87,-110.11,,PAC_NE
S242,Blue shark,Prionace glauca,,U,SPOT,04/07/2006,33.83,-119.41,186,19,-118.76,,PAC_NE
S243,Blue shark,Prionace glauca,,U,SPOT,16/07/2006,33.35,-117.65,78,29.3,-115.29,,PAC_NE
S244,Blue shark,Prionace glauca,,U,SPOT,05/02/2006,25.15,-113.3,9,23.75,-112.51,,PAC_NE
S245,Blue shark,Prionace glauca,,U,SPOT,13/03/2006,14.91,-112.71,11,14.48,-112.62,,PAC_NE
S246,Blue shark,Prionace glauca,,U,SPOT,30/12/2007,40.2,-163.2,9,39.94,-161.31,,PAC_NE
S247,Blue shark,Prionace glauca,,U,SPOT,24/12/2007,32.96,-124.92,9,30.58,-125.08,,PAC_NE
S248,Blue shark,Prionace glauca,,U,SPOT,28/07/2007,48.54,-125.97,12,46.59,-124.75,,PAC_NE
S249,Blue shark,Prionace glauca,,U,SPOT,11/11/2007,38.54,-133.5,10,38.84,-132.02,,PAC_NE
S250,Blue shark,Prionace glauca,,U,SPOT,04/07/2008,33.83,-118.67,6,33.92,-119.32,,PAC_NE
S251,Blue shark,Prionace glauca,,U,SPOT,27/07/2007,48.19,-126.48,103,24.01,-112.66,,PAC_NE
S252,Blue shark,Prionace glauca,,U,SPOT,02/08/2007,46.19,-128.06,236,33.98,-118.94,,PAC_NE
S253,Blue shark,Prionace glauca,,U,SPOT,17/07/2007,33.96,-119.03,148,23.64,-113.81,,PAC_NE
S254,Blue shark,Prionace glauca,,U,SPOT,18/12/2008,32.62,-149.47,6,32.92,-149.54,,PAC_NE
S255,Blue shark,Prionace glauca,,U,SPOT,20/02/2008,37.78,-145.01,8,37.4,-143.63,,PAC_NE
S256,Blue shark,Prionace glauca,,U,SPOT,15/09/2007,6.89,-124.03,9,7.77,-122.48,,PAC_NE
S257,Blue shark,Prionace glauca,,U,SPOT,19/03/2008,32.55,-117.56,9,30.02,-116.98,,PAC_NE
S258,Blue shark,Prionace glauca,,U,SPOT,01/02/2008,15.21,-121.66,8,15.07,-123.28,,PAC_NE
S259,Blue shark,Prionace glauca,,U,SPOT,13/08/2010,45.6,-128.1,160,34.41,-122.96,,PAC_NE
S260,Blue shark,Prionace glauca,,U,SPOT,05/08/2010,47.67,-125.86,244,33.74,-149.56,,PAC_NE
S261,Blue shark,Prionace glauca,,U,SPOT,20/08/2009,32.62,-118.41,42,17.57,-123.41,,PAC_NE
S262,Blue shark,Prionace glauca,,U,SPOT,28/10/2011,33.81,-121.25,71,15.45,-116.13,,PAC_NE
S263,Blue shark,Prionace glauca,,U,SPOT,08/08/2010,32.54,-119.01,377,32.93,-122.58,,PAC_NE
S264,Blue shark,Prionace glauca,,U,SPOT,24/08/2009,33.65,-119.02,66,22.85,-117.78,,PAC_NE
S265,Blue shark,Prionace glauca,,U,SPOT,15/08/2009,33.06,-119.27,59,36.53,-126.57,,PAC_NE
S266,Blue shark,Prionace glauca,,U,SPOT,15/07/2012,33.83,-119.1,198,23.52,-119.91,,PAC_NE
S267,Blue shark,Prionace glauca,,U,SPOT,26/08/2002,32.72,-119.81,9,30.75,-118.74,,PAC_NE
S268,Blue shark,Prionace glauca,,U,SPOT,30/12/2003,24.91,-140.14,3,24.67,-140.22,,PAC_NE
S269,Blue shark,Prionace glauca,,U,SPOT,30/07/2010,33.65,-118.96,74,18.05,-134.83,,PAC_NE
S270,Blue shark,Prionace glauca,,U,SPOT,02/08/2012,33.94,-118.81,52,32.06,-118.98,,PAC_NE
S271,Blue shark,Prionace glauca,,U,SPOT,30/07/2010,33.45,-120.13,90,21.85,-113.71,,PAC_NE
S272,Blue shark,Prionace glauca,,U,SPOT,30/07/2010,33.73,-120.21,50,19.24,-122.26,,PAC_NE
S273,Blue shark,Prionace glauca,,U,SPOT,02/08/2009,33.8,-119.45,160,31.95,-123.95,,PAC_NE
S274,Blue shark,Prionace glauca,,U,SPOT,04/08/2009,33.73,-118.45,96,12.18,-123.28,,PAC_NE
S275,Blue shark,Prionace glauca,,U,SPOT,12/08/2009,33.72,-119.52,204,26.85,-113.83,,PAC_NE
S276,Blue shark,Prionace glauca,,U,SPOT,05/07/2012,30.78,-118.35,32,18.2,-125.12,,PAC_NE
S277,Blue shark,Prionace glauca,,U,SPOT,02/08/2009,33.83,-119.64,144,27.47,-116.02,,PAC_NE
S278,Blue shark,Prionace glauca,,U,SPOT,12/08/2009,33.73,-119.61,108,33.14,-126.46,,PAC_NE
S279,Blue shark,Prionace glauca,,U,SPOT,06/08/2009,35.09,-121.26,337,11.6,-142.57,,PAC_NE
S280,Blue shark,Prionace glauca,,U,SPOT,31/07/2010,33.56,-119.26,208,24.13,-120.12,,PAC_NE
S281,Shortfin mako shark,Isurus oxyrinchus,141,F,SPOT,15/02/2013,-35.86,174.73,587,-33.73,179.72,,AUSTRL
S282,Shortfin mako shark,Isurus oxyrinchus,140,F,SPOT,19/02/2013,-37.13,174.55,319,-37.31,174.08,,AUSTRL
S283,Shortfin mako shark,Isurus oxyrinchus,180,F,SPOT,23/03/2013,21.24,-86.29,411,22.16,-86.92,,ATL_N
S284,Shortfin mako shark,Isurus oxyrinchus,175,F,SPOT,25/03/2013,21.17,-86.3,297,21.38,-86.49,,ATL_N
S285,Shortfin mako shark,Isurus oxyrinchus,153,M,SPOT,17/05/2014,37.9,-74.73,357,37.71,-74.66,,ATL_N
S286,Shortfin mako shark,Isurus oxyrinchus,250,F,SPOT,08/04/2013,21.17,-86.3,293,21.47,-86.52,,ATL_N
S287,Shortfin mako shark,Isurus oxyrinchus,175,M,SPOT,08/04/2013,21.17,-86.3,221,19.47,-87.37,,ATL_N
S288,Shortfin mako shark,Isurus oxyrinchus,168,M,SPOT,27/05/2013,38.09,-74.44,98,43.57,-60.09,,ATL_N
S289,Shortfin mako shark,Isurus oxyrinchus,175,F,SPOT,28/05/2013,38.03,-74.52,306,35.65,-73.04,,ATL_N
S290,Shortfin mako shark,Isurus oxyrinchus,172,M,SPOT,28/05/2013,38.05,-74.5,251,36.38,-51.83,,ATL_N
S291,Shortfin mako shark,Isurus oxyrinchus,155,M,SPOT,31/05/2013,38.04,-74.49,405,42.23,-66.29,,ATL_N
S292,Shortfin mako shark,Isurus oxyrinchus,186,M,SPOT,21/03/2014,21.4,-86.47,124,21.46,-86.51,,ATL_N
S293,Shortfin mako shark,Isurus oxyrinchus,89,F,SPOT,15/08/2013,41.04,-71.49,11,39.64,-72.14,,ATL_N
S294,Shortfin mako shark,Isurus oxyrinchus,128,M,SPOT,11/09/2014,41.14,-71.3,394,40.59,-71.06,,ATL_N
S295,Shortfin mako shark,Isurus oxyrinchus,198,M,SPOT,28/05/2013,38.07,-74.48,89,44.39,-48.46,,ATL_N
S296,Shortfin mako shark,Isurus oxyrinchus,188,F,SPOT,20/05/2014,38.02,-74.55,379,37.21,-64.85,,ATL_N
S297,Shortfin mako shark,Isurus oxyrinchus,179,M,SPOT,24/03/2014,21.36,-86.49,636,21.3,-86.43,,ATL_N
S298,Shortfin mako shark,Isurus oxyrinchus,195,M,SPOT,24/03/2014,21.39,-86.47,137,21.9,-86.91,,ATL_N
S299,Shortfin mako shark,Isurus oxyrinchus,148,F,SPOT,22/03/2014,21.4,-86.49,588,20.87,-94.68,,ATL_N
S300,Shortfin mako shark,Isurus oxyrinchus,180,F,SPOT,12/12/2015,21.52,-86.48,36,21.45,-86.45,,ATL_N
S301,Shortfin mako shark,Isurus oxyrinchus,193,M,SPOT,23/03/2014,21.41,-86.47,296,38.9,-72.85,,ATL_N
S302,Shortfin mako shark,Isurus oxyrinchus,193,M,SPOT,25/03/2014,21.38,-86.47,754,21.4,-86.36,,ATL_N
S303,Shortfin mako shark,Isurus oxyrinchus,205,M,SPOT,30/03/2014,21.33,-86.47,3,21.87,-86.49,,ATL_N
S304,Shortfin mako shark,Isurus oxyrinchus,252,F,SPOT,29/03/2014,21.33,-86.47,202,10.91,-83.54,,ATL_N
S305,Shortfin mako shark,Isurus oxyrinchus,178,M,SPOT,25/03/2014,21.39,-86.45,494,21.33,-86.6,,ATL_N
S306,Shortfin mako shark,Isurus oxyrinchus,155,M,SPOT,19/05/2014,38.02,-74.55,516,39.88,-69.32,,ATL_N
S307,Shortfin mako shark,Isurus oxyrinchus,178,F,SPOT,19/05/2014,38.01,-74.58,540,40.49,-62.94,,ATL_N
S308,Shortfin mako shark,Isurus oxyrinchus,179,M,SPOT,20/05/2014,38.02,-74.55,438,36.88,-75.5,,ATL_N
S309,Shortfin mako shark,Isurus oxyrinchus,150,M,SPOT,20/05/2014,38.04,-74.5,357,39.94,-71.83,,ATL_N
S310,Shortfin mako shark,Isurus oxyrinchus,192,M,SPOT,14/06/2016,38.02,-74.65,47,42.76,-48.23,,ATL_N
S311,Shortfin mako shark,Isurus oxyrinchus,192,M,SPOT,22/05/2014,38.03,-74.55,77,39.88,-69.6,,ATL_N
S312,Shortfin mako shark,Isurus oxyrinchus,180,M,SPOT,21/05/2014,38.03,-74.53,111,43.67,-52.19,,ATL_N
S313,Shortfin mako shark,Isurus oxyrinchus,180,F,SPOT,13/04/2015,21.37,-86.5,421,15.67,-76.62,,ATL_N
S314,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,26/10/2014,32.49,-117.79,181,33.81,-127.6,,PAC_NE
S315,Shortfin mako shark,Isurus oxyrinchus,305,F,SPOT,07/06/2015,33.5,-118.6,231,23.48,-148.18,,PAC_NE
S316,Shortfin mako shark,Isurus oxyrinchus,175,M,SPOT,31/05/2015,38,-74.71,84,43.72,-59.12,,ATL_N
S317,Shortfin mako shark,Isurus oxyrinchus,173,M,SPOT,06/04/2016,21.33,-86.5,50,19.33,-95.85,,ATL_N
S318,Shortfin mako shark,Isurus oxyrinchus,158,F,SPOT,15/05/2015,37.87,-74.74,49,41.03,-71.96,,ATL_N
S319,Shortfin mako shark,Isurus oxyrinchus,117,M,SPOT,19/05/2015,38.01,-74.54,195,37.81,-74.4,,ATL_N
S320,Shortfin mako shark,Isurus oxyrinchus,121,M,SPOT,19/05/2015,38,-74.54,81,40.58,-72.83,,ATL_N
S321,Shortfin mako shark,Isurus oxyrinchus,158,M,SPOT,19/05/2015,37.97,-74.55,469,40.18,-71.28,,ATL_N
S322,Shortfin mako shark,Isurus oxyrinchus,158,M,SPOT,23/05/2015,38.02,-74.51,465,41.92,-65.51,,ATL_N
S323,Shortfin mako shark,Isurus oxyrinchus,122,F,SPOT,24/05/2015,38.03,-74.52,466,41.14,-71.31,,ATL_N
S324,Shortfin mako shark,Isurus oxyrinchus,143,M,SPOT,25/05/2015,38.04,-74.67,348,35.25,-74.91,,ATL_N
S325,Shortfin mako shark,Isurus oxyrinchus,156,M,SPOT,26/05/2015,38.07,-74.5,331,34.11,-71.78,,ATL_N
S326,Shortfin mako shark,Isurus oxyrinchus,167,F,SPOT,26/05/2015,38.1,-74.47,245,32.53,-49.65,,ATL_N
S327,Shortfin mako shark,Isurus oxyrinchus,192,M,SPOT,26/05/2015,38.1,-74.46,254,38.11,-73.8,,ATL_N
S328,Shortfin mako shark,Isurus oxyrinchus,147,F,SPOT,10/06/2015,37.99,-74.66,121,35.29,-30.61,,ATL_N
S329,Shortfin mako shark,Isurus oxyrinchus,229,F,SPOT,25/04/2016,21.39,-86.47,128,23.93,-82.99,,ATL_N
S330,Shortfin mako shark,Isurus oxyrinchus,220,M,SPOT,10/04/2016,21.4,-86.49,18,23.08,-87.1,,ATL_N
S331,Shortfin mako shark,Isurus oxyrinchus,203,M,SPOT,12/04/2016,21.4,-86.47,72,23.25,-89.88,,ATL_N
S332,Shortfin mako shark,Isurus oxyrinchus,183,F,SPOT,14/04/2016,21.25,-86.28,133,22.9,-92.28,,ATL_N
S333,Shortfin mako shark,Isurus oxyrinchus,244,F,SPOT,13/04/2016,21.25,-86.29,135,21.57,-96.61,,ATL_N
S334,Shortfin mako shark,Isurus oxyrinchus,196,F,SPOT,20/04/2016,21.42,-86.49,130,20.54,-96.73,,ATL_N
S335,Shortfin mako shark,Isurus oxyrinchus,203,M,SPOT,13/04/2016,21.2,-86.29,60,16.98,-82.14,,ATL_N
S336,Shortfin mako shark,Isurus oxyrinchus,246,F,SPOT,20/04/2016,21.33,-86.47,127,26.99,-87.55,,ATL_N
S337,Shortfin mako shark,Isurus oxyrinchus,158,F,SPOT,15/06/2016,38,-74.65,66,41.12,-70.5,,ATL_N
S338,Shortfin mako shark,Isurus oxyrinchus,169,M,SPOT,15/06/2016,38.02,-74.65,78,40.64,-69.57,,ATL_N
S339,Shortfin mako shark,Isurus oxyrinchus,,M,SPOT,10/08/2016,41.05,-71.4,22,41.12,-70.92,,ATL_N
S340,Shortfin mako shark,Isurus oxyrinchus,185,F,SPOT,20/08/2016,41.1,-71.29,11,41.15,-71.42,,ATL_N
S341,Shortfin mako shark,Isurus oxyrinchus,220,F,PSAT,21/08/2011,42.34,-28.36,117,22.19,-23.72,,ATL_N
S342,Shortfin mako shark,Isurus oxyrinchus,255,F,PSAT,22/08/2011,42.39,-29.43,117,39.07,-29.82,,ATL_N
S343,Shortfin mako shark,Isurus oxyrinchus,170,M,PSAT,03/09/2011,34.15,-36.45,113,40.45,-44.04,,ATL_N
S344,Shortfin mako shark,Isurus oxyrinchus,185,M,SPOT,23/08/2015,42.02,-39.49,39,41.38,-43.75,,ATL_N
S345,Shortfin mako shark,Isurus oxyrinchus,195,F,SPOT,23/08/2015,41.36,-39.43,225,32.41,-43.36,,ATL_N
S346,Shortfin mako shark,Isurus oxyrinchus,160,F,SPOT,09/06/2014,42.03,-43.4,66,42.86,-38.08,,ATL_N
S347,Shortfin mako shark,Isurus oxyrinchus,180,M,SPOT,09/06/2014,42.11,-43.58,54,41.56,-40.33,,ATL_N
S348,Shortfin mako shark,Isurus oxyrinchus,170,M,PSAT,27/01/2017,14.17,-28.26,17,13.91,-21.41,,ATL_N
S349,Shortfin mako shark,Isurus oxyrinchus,140,M,SPOT,27/08/2015,41.32,-39.14,36,41.37,-38.3,,ATL_N
S350,Shortfin mako shark,Isurus oxyrinchus,160,F,SPOT,27/08/2015,41.26,-39.42,102,40.13,-38.53,,ATL_N
S351,Shortfin mako shark,Isurus oxyrinchus,170,F,SPOT,28/08/2015,41.11,-39.38,191,36.38,-42.89,,ATL_N
S352,Shortfin mako shark,Isurus oxyrinchus,160,M,SPOT,28/08/2015,41.02,-39.41,33,46.4,-42.24,,ATL_N
S353,Shortfin mako shark,Isurus oxyrinchus,150,M,SPOT,30/08/2015,39.47,-40.43,103,37.53,-43.42,,ATL_N
S354,Shortfin mako shark,Isurus oxyrinchus,170,F,SPOT,03/10/2015,40.83,-40.94,23,41.81,-40.53,,ATL_N
S355,Shortfin mako shark,Isurus oxyrinchus,210,F,SPOT,26/12/2015,38.87,-40.93,77,36.16,-55.41,,ATL_N
S356,Shortfin mako shark,Isurus oxyrinchus,220,M,SPOT,16/01/2017,11.07,-24.13,87,13.6,-20.94,,ATL_N
S357,Shortfin mako shark,Isurus oxyrinchus,210,F,SPOT,17/01/2017,10.13,-22.42,32,7.68,-20.67,,ATL_N
S358,Shortfin mako shark,Isurus oxyrinchus,160,F,SPOT,20/01/2017,12.47,-28.03,61,14.13,-18.13,,ATL_N
S359,Shortfin mako shark,Isurus oxyrinchus,150,F,SPOT,28/01/2017,15.15,-28.41,69,17.79,-17.38,,ATL_N
S360,Shortfin mako shark,Isurus oxyrinchus,160,F,PSAT,24/01/2017,13.4,-29.07,37,18.98,-17.51,,ATL_N
S361,Shortfin mako shark,Isurus oxyrinchus,210,F,SPOT,05/09/2011,34.37,-36.58,58,18.9,-52.79,,ATL_N
S362,Shortfin mako shark,Isurus oxyrinchus,200,M,SPOT,08/09/2011,35.21,-36.41,50,42.35,-44.59,,ATL_N
S363,Shortfin mako shark,Isurus oxyrinchus,140,M,PSAT,25/06/2010,42.37,-44.25,59,48.14,-31.73,,ATL_N
S364,Shortfin mako shark,Isurus oxyrinchus,125,M,PSAT,23/04/2009,39.45,-43.17,29,40.46,-48.34,,ATL_N
S365,Shortfin mako shark,Isurus oxyrinchus,220,M,PSAT,30/06/2010,40.8,-48.42,87,47.5,-41.59,,ATL_N
S366,Shortfin mako shark,Isurus oxyrinchus,170,F,PSAT,24/04/2009,40.12,-44.42,59,25.47,-50.33,,ATL_N
S367,Shortfin mako shark,Isurus oxyrinchus,130,M,PSAT,03/07/2010,40.92,-48.55,89,44.48,-41.83,,ATL_N
S368,Shortfin mako shark,Isurus oxyrinchus,180,M,PSAT,27/06/2010,42.68,-45.67,114,40.84,-50.32,,ATL_N
S369,Shortfin mako shark,Isurus oxyrinchus,130,F,PSAT,04/07/2010,42.28,-48.73,117,39.69,-11.13,,ATL_N
S370,Shortfin mako shark,Isurus oxyrinchus,165,F,PSAT,05/07/2010,41.27,-48.47,119,42.66,-39.94,,ATL_N
S371,Shortfin mako shark,Isurus oxyrinchus,130,U,PSAT,01/01/2011,25.35,-18.39,349,25.78,-17.56,,ATL_N
S380,Shortfin mako shark,Isurus oxyrinchus,170,F,PSAT,11/12/2010,23.12,-20.95,13,22.1,-24.41,,ATL_N
S381,Shortfin mako shark,Isurus oxyrinchus,150,F,PSAT,12/12/2010,22.32,-22.18,58,33.5,-10.34,,ATL_N
S382,Shortfin mako shark,Isurus oxyrinchus,140,M,PSAT,07/12/2010,22.42,-24.82,35,18.32,-17.47,,ATL_N
S383,Shortfin mako shark,Isurus oxyrinchus,125,F,PSAT,21/03/2011,18.28,-16.31,5,17.88,-17.21,,ATL_N
S384,Shortfin mako shark,Isurus oxyrinchus,152,F,SPOT,27/07/2013,40.85,-71.72,37,40.45,-73.17,,ATL_N
S385,Shortfin mako shark,Isurus oxyrinchus,152,M,SPOT,27/07/2013,38.21,-73.6,325,39.79,-72.27,,ATL_N
S386,Shortfin mako shark,Isurus oxyrinchus,152,F,SPOT,28/07/2013,40.84,-71.52,185,33.65,-45.69,,ATL_N
S387,Shortfin mako shark,Isurus oxyrinchus,160,M,SPOT,12/07/2014,40.69,-71.51,11,40.09,-70.98,,ATL_N
S388,Shortfin mako shark,Isurus oxyrinchus,183,F,SPOT,13/07/2014,40.66,-71.51,29,40.83,-69.79,,ATL_N
S389,Shortfin mako shark,Isurus oxyrinchus,198,F,SPOT,13/07/2014,40.6,-71.62,301,37.74,-73.14,,ATL_N
S390,Shortfin mako shark,Isurus oxyrinchus,206,F,SPOT,18/07/2015,40.79,-71.54,40,43.66,-60.24,,ATL_N
S391,Shortfin mako shark,Isurus oxyrinchus,175,F,PSAT,17/10/2008,45.03,-47.48,119,26.52,-14.54,,ATL_N
S392,Shortfin mako shark,Isurus oxyrinchus,167,M,PSAT,13/10/2008,45.05,-46.96,80,43.86,-27.54,,ATL_N
S393,Shortfin mako shark,Isurus oxyrinchus,151,M,PSAT,09/10/2008,44.79,-48.03,143,33.67,-50.8,,ATL_N
S394,Shortfin mako shark,Isurus oxyrinchus,171,M,SPOT,13/03/2013,-36.01,175.11,212,-35.55,174.82,,AUSTRL
S395,Shortfin mako shark,Isurus oxyrinchus,185,F,SPOT,22/05/2012,-35.15,174.26,345,-23.06,177.7,,AUSTRL
S396,Shortfin mako shark,Isurus oxyrinchus,156,M,SPOT,13/02/2013,-35.92,174.81,281,-34.92,173.58,,AUSTRL
S397,Shortfin mako shark,Isurus oxyrinchus,270,F,SPOT,13/11/2010,24.7,-80.85,149,27.72,-80.01,,ATL_N
